row_id,accepted
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,0
1241,1
1242,0
1243,0
1244,1
1245,0
1246,1
1247,0
1248,1
1249,1
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,1
1259,0
1260,1
1261,0
1262,1
1263,1
1264,1
1265,1
1266,0
1267,0
1268,0
1269,0
1270,1
1271,0
1272,0
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,1
1282,1
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,1
1297,1
1298,1
1299,0
1300,0
1301,0
1302,1
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,0
1311,1
1312,1
1313,0
1314,1
1315,1
1316,0
1317,1
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,1
1334,1
1335,0
1336,0
1337,0
1338,1
1339,1
1340,1
1341,0
1342,1
1343,0
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,0
1358,1
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,1
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,1
1395,1
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,1
1403,0
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,1
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,1
1419,0
1420,1
1421,0
1422,0
1423,1
1424,1
1425,0
1426,0
1427,0
1428,0
1429,1
1430,1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,1
1438,0
1439,1
1440,1
1441,1
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,0
1450,0
1451,1
1452,0
1453,0
1454,1
1455,0
1456,0
1457,0
1458,0
1459,1
1460,1
1461,0
1462,0
1463,0
1464,1
1465,1
1466,1
1467,1
1468,0
1469,0
1470,1
1471,0
1472,1
1473,1
1474,1
1475,0
1476,1
1477,1
1478,1
1479,0
1480,1
1481,0
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,0
1490,0
1491,1
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,1
1499,0
1500,0
1501,0
1502,0
1503,1
1504,1
1505,0
1506,1
1507,0
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,1
1531,1
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,1
1539,1
1540,0
1541,0
1542,0
1543,0
1544,0
1545,1
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,1
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,1
1565,1
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,1
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,1
1580,1
1581,1
1582,0
1583,0
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,0
1591,1
1592,0
1593,0
1594,1
1595,0
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,0
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,1
1613,0
1614,0
1615,0
1616,1
1617,0
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,1
1625,1
1626,0
1627,1
1628,0
1629,1
1630,0
1631,0
1632,1
1633,0
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,1
1641,1
1642,0
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,0
1650,1
1651,1
1652,0
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0
1660,1
1661,0
1662,0
1663,0
1664,1
1665,1
1666,0
1667,0
1668,1
1669,1
1670,1
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,1
1687,1
1688,0
1689,0
1690,1
1691,1
1692,0
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,1
1704,0
1705,0
1706,0
1707,1
1708,1
1709,0
1710,0
1711,0
1712,1
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,1
1723,1
1724,0
1725,0
1726,1
1727,1
1728,0
1729,0
1730,0
1731,1
1732,0
1733,0
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,0
1744,0
1745,0
1746,1
1747,0
1748,1
1749,0
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,1
1757,1
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,1
1774,0
1775,1
1776,1
1777,1
1778,0
1779,0
1780,0
1781,0
1782,0
1783,1
1784,1
1785,0
1786,1
1787,0
1788,0
1789,1
1790,0
1791,1
1792,1
1793,0
1794,1
1795,0
1796,0
1797,1
1798,0
1799,0
1800,1
1801,0
1802,1
1803,0
1804,0
1805,0
1806,1
1807,0
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,0
1815,1
1816,1
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,0
1829,0
1830,0
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,1
1838,0
1839,1
1840,0
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,0
1848,1
1849,1
1850,1
1851,1
1852,1
1853,0
1854,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,0
1864,0
1865,1
1866,0
1867,1
1868,0
1869,1
1870,1
1871,0
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,1
1880,1
1881,0
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,1
1893,1
1894,0
1895,1
1896,1
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,0
1904,1
1905,1
1906,1
1907,1
1908,1
1909,0
1910,0
1911,0
1912,0
1913,1
1914,1
1915,1
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,0
1924,1
1925,1
1926,0
1927,0
1928,1
1929,0
1930,1
1931,1
1932,0
1933,0
1934,0
1935,1
1936,1
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,1
1944,1
1945,1
1946,0
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,0
1967,0
1968,0
1969,1
1970,0
1971,0
1972,0
1973,0
1974,1
1975,1
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,1
1999,0
2000,1
2001,1
2002,0
2003,1
2004,0
2005,0
2006,0
2007,1
2008,0
2009,1
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,1
2017,0
2018,1
2019,0
2020,0
2021,0
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,0
2033,0
2034,0
2035,1
2036,1
2037,1
2038,0
2039,1
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,1
2047,0
2048,1
2049,1
2050,1
2051,1
2052,0
2053,0
2054,0
2055,1
2056,1
2057,0
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,0
2072,1
2073,0
2074,0
2075,1
2076,1
2077,0
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,0
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,1
2107,0
2108,1
2109,1
2110,0
2111,0
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,1
2119,0
2120,0
2121,0
2122,1
2123,1
2124,0
2125,0
2126,1
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,1
2141,1
2142,0
2143,1
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,1
2151,0
2152,0
2153,1
2154,0
2155,0
2156,0
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0
2163,0
2164,1
2165,0
2166,1
2167,1
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,1
2176,1
2177,1
2178,1
2179,0
2180,1
2181,1
2182,1
2183,0
2184,1
2185,1
2186,1
2187,0
2188,1
2189,0
2190,1
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,0
2198,0
2199,1
2200,0
2201,1
2202,0
2203,1
2204,1
2205,0
2206,0
2207,1
2208,0
2209,1
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,0
2218,1
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,1
2226,1
2227,0
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,1
2235,1
2236,1
2237,0
2238,1
2239,0
2240,1
2241,1
2242,0
2243,0
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,1
2259,0
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2267,1
2268,0
2269,0
2270,0
2271,0
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,1
2288,1
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,1
2307,1
2308,0
2309,1
2310,0
2311,0
2312,0
2313,1
2314,0
2315,1
2316,1
2317,0
2318,0
2319,0
2320,1
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,1
2336,1
2337,0
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,0
2350,0
2351,0
2352,0
2353,1
2354,0
2355,0
2356,0
2357,0
2358,0
2359,1
2360,1
2361,0
2362,1
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,1
2379,0
2380,0
2381,1
2382,0
2383,0
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,1
2409,0
2410,1
2411,0
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,1
2419,1
2420,1
2421,1
2422,1
2423,0
2424,0
2425,0
2426,1
2427,0
2428,0
2429,0
2430,1
2431,0
2432,0
2433,0
2434,0
2435,1
2436,0
2437,0
2438,1
2439,1
2440,0
2441,1
2442,0
2443,1
2444,1
2445,0
2446,1
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,0
2456,1
2457,1
2458,1
2459,0
2460,1
2461,0
2462,1
2463,0
2464,0
2465,1
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,0
2484,1
2485,0
2486,1
2487,1
2488,1
2489,0
2490,1
2491,0
2492,1
2493,1
2494,1
2495,0
2496,1
2497,1
2498,0
2499,0
2500,1
2501,1
2502,0
2503,0
2504,0
2505,0
2506,0
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,0
2514,1
2515,1
2516,1
2517,0
2518,0
2519,1
2520,0
2521,1
2522,1
2523,1
2524,0
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,0
2532,1
2533,1
2534,1
2535,1
2536,0
2537,0
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,0
2545,0
2546,0
2547,1
2548,0
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,1
2558,1
2559,1
2560,0
2561,0
2562,1
2563,0
2564,1
2565,0
2566,1
2567,1
2568,1
2569,1
2570,1
2571,0
2572,0
2573,1
2574,0
2575,1
2576,1
2577,1
2578,1
2579,1
2580,1
2581,0
2582,1
2583,1
2584,0
2585,1
2586,0
2587,1
2588,0
2589,1
2590,1
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,0
2598,1
2599,1
2600,1
2601,1
2602,0
2603,0
2604,1
2605,1
2606,0
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,0
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,0
2628,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,0
2638,1
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,0
2646,0
2647,0
2648,1
2649,0
2650,0
2651,1
2652,1
2653,1
2654,0
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,1
2662,1
2663,1
2664,0
2665,0
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,0
2673,0
2674,1
2675,1
2676,0
2677,0
2678,1
2679,0
2680,0
2681,1
2682,0
2683,0
2684,0
2685,0
2686,1
2687,0
2688,0
2689,1
2690,1
2691,0
2692,1
2693,1
2694,0
2695,0
2696,1
2697,0
2698,1
2699,1
2700,1
2701,0
2702,1
2703,0
2704,0
2705,0
2706,1
2707,0
2708,1
2709,1
2710,1
2711,0
2712,0
2713,0
2714,0
2715,1
2716,1
2717,0
2718,1
2719,1
2720,1
2721,1
2722,0
2723,0
2724,0
2725,0
2726,1
2727,1
2728,0
2729,0
2730,0
2731,0
2732,1
2733,0
2734,1
2735,1
2736,0
2737,0
2738,0
2739,1
2740,1
2741,0
2742,1
2743,1
2744,0
2745,1
2746,0
2747,1
2748,0
2749,1
2750,0
2751,0
2752,1
2753,1
2754,0
2755,0
2756,1
2757,0
2758,1
2759,0
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,1
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,0
2776,0
2777,1
2778,0
2779,0
2780,1
2781,0
2782,0
2783,1
2784,1
2785,0
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,0
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,1
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,1
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,1
2823,1
2824,1
2825,0
2826,0
2827,1
2828,0
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,0
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,1
2850,1
2851,0
2852,0
2853,0
2854,0
2855,0
2856,1
2857,0
2858,1
2859,0
2860,1
2861,1
2862,1
2863,0
2864,0
2865,1
2866,0
2867,0
2868,1
2869,1
2870,1
2871,0
2872,1
2873,1
2874,1
2875,1
2876,0
2877,1
2878,1
2879,1
2880,0
2881,1
2882,1
2883,0
2884,1
2885,1
2886,1
2887,1
2888,1
2889,0
2890,1
2891,0
2892,1
2893,0
2894,1
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,1
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2919,1
2920,0
2921,1
2922,1
2923,0
2924,1
2925,1
2926,0
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,0
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,0
2948,0
2949,1
2950,1
2951,1
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,1
2961,1
2962,0
2963,1
2964,0
2965,0
2966,0
2967,0
2968,1
2969,0
2970,0
2971,1
2972,0
2973,1
2974,1
2975,1
2976,1
2977,0
2978,0
2979,0
2980,0
2981,1
2982,0
2983,0
2984,0
2985,0
2986,1
2987,1
2988,0
2989,1
2990,1
2991,0
2992,0
2993,0
2994,0
2995,0
